Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
72.0,53795.0,75324.03,525,14,Pune,Corporate,Agent,2021-02-21,Yes,High,8063.89,2,8.3,0.53795,4482.916666666667,-3580.9733333333334,1.4002050376429036
65.0,240400.0,277368.32,317,14,Mumbai,Retail,Mobile,2021-02-10,No,High,3791.29,99,3.6,2.404,20033.333333333332,16242.043333333331,1.1537783693843595
50.0,224988.0,17841.47,762,6,Mumbai,Retail,Mobile,2023-10-23,No,Low,49510.43,67,5.0,2.24988,18749.0,-30761.43,0.07929965153697087
40.0,92649.0,254158.33,535,0,Hyderabad,SME,Agent,2024-04-10,Yes,High,13314.99,16,3.3,0.92649,7720.75,-5594.24,2.7432387829334366
50.0,182261.0,205618.6,614,0,Chennai,Retail,Agent,2021-07-25,Yes,Medium,38832.73,14,3.1,1.82261,15188.416666666666,-23644.31333333334,1.128154679278617
65.0,88646.0,244923.24,456,3,Bangalore,Premium,Mobile,2022-09-26,Yes,High,48676.41,49,6.6,0.88646,7387.166666666667,-41289.24333333334,2.7629361730929762
52.0,81447.0,167873.66,377,6,Delhi,Premium,Branch,2024-11-08,No,High,19055.19,144,1.2,0.81447,6787.25,-12267.939999999999,2.061139882377497
53.0,28191.0,257436.12,599,4,Bangalore,Retail,Mobile,2023-10-10,Yes,Medium,22096.32,119,6.1,0.28191,2349.25,-19747.07,9.131854847291688
56.0,192516.0,298836.88,790,7,Delhi,Corporate,Agent,2022-06-24,Yes,Low,38230.42,101,9.2,1.92516,16043.0,-22187.42,1.5522703567495688
25.0,108807.0,159573.81,790,0,Mumbai,SME,Branch,2022-03-26,No,Low,20132.14,123,6.4,1.08807,9067.25,-11064.89,1.4665766908379056
73.0,41029.0,64650.23,634,0,Hyderabad,Retail,Agent,2023-08-24,No,Medium,25113.65,118,5.0,0.41029,3419.0833333333335,-21694.56666666667,1.575720344146823
47.0,162924.0,149068.66,569,6,Delhi,Corporate,Online,2023-08-11,Yes,Medium,42073.05,134,4.3,1.62924,13577.0,-28496.050000000003,0.9149582627482753
45.0,172226.0,37669.67,461,13,Kolkata,Premium,Mobile,2024-07-09,Yes,High,38576.94,64,6.3,1.72226,14352.166666666666,-24224.773333333338,0.21872231834914588
37.0,179470.0,86991.04,546,9,Mumbai,Retail,Mobile,2021-01-15,No,High,32325.09,114,7.1,1.7947,14955.833333333334,-17369.256666666668,0.48471075945840525
21.0,80754.0,2004.64,577,14,Chennai,Retail,Branch,2023-08-24,No,High,31904.78,83,5.7,0.80754,6729.5,-25175.28,0.024824033484409442
24.0,193639.0,151344.55801855895,489,1,Mumbai,Corporate,Online,2022-03-09,Yes,High,37907.64,32,5.2,1.93639,16136.583333333334,-21771.056666666664,0.7815809729370579
31.0,40563.0,259188.47,747,6,Mumbai,Retail,Online,2023-08-24,Yes,Low,13302.69,60,1.7,0.40563,3380.25,-9922.44,6.389775657619013
74.0,74879.0,272320.63,827,0,Bangalore,SME,Agent,2024-04-30,Yes,Low,28313.96,6,5.3,0.74879,6239.916666666667,-22074.04333333333,3.6368091187115215
49.0,75861.0,168986.68,560,2,Unknown,Retail,Branch,2021-05-26,Yes,Medium,43125.95,92,4.0,0.75861,6321.75,-36804.2,2.2275830795797575
71.0,141400.0,220860.13,411,14,Kolkata,SME,Online,2026-03-13,Yes,High,20846.52,73,4.5,1.414,11783.333333333334,-9063.186666666666,1.561952828854314
59.0,134787.0,292274.3,497,15,Pune,SME,Branch,2022-01-15,No,High,23242.22,3,9.6,1.34787,11232.25,-12009.970000000001,2.168416093540178
46.0,223436.0,182982.47,419,11,Delhi,Premium,Online,2024-03-24,No,High,20839.55,76,7.5,2.23436,18619.666666666668,-2219.8833333333314,0.8189480209097907
30.0,136335.0,151344.55801855895,368,1,Chennai,Premium,Branch,2025-07-05,No,High,29171.39,94,7.5,1.36335,11361.25,-17810.14,1.1100932117105582
40.0,85545.0,85652.63,635,8,Hyderabad,SME,Online,2022-05-04,Yes,Medium,46658.55,67,5.2,0.85545,7128.75,-39529.8,1.001258168215559
58.0,243344.0,30377.97,633,8,Pune,SME,Agent,2023-12-30,No,Medium,38853.97,79,6.0,2.43344,20278.666666666668,-18575.303333333333,0.124835500361628
28.0,67913.0,4010.3,820,11,Delhi,Premium,Branch,2022-03-23,No,High,5466.39,93,7.9,0.67913,5659.416666666667,193.02666666666664,0.05905054996834185
19.0,165180.0,93025.36,760,10,Chennai,Premium,Agent,2021-03-21,Yes,Low,35779.54,30,4.4,1.6518,13765.0,-22014.54,0.5631756871291924
71.0,203486.0,172152.38,730,6,Mumbai,Corporate,Online,2025-12-14,Yes,Low,41334.87,123,5.605416666666668,2.03486,16957.166666666668,-24377.703333333335,0.8460158438418368
41.0,44975.0,164514.61,745,3,Mumbai,Premium,Online,2023-10-27,Yes,Low,3057.28,32,2.6,0.44975,3747.9166666666665,690.6366666666663,3.6579123957754307
61.0,42014.0,164881.88,367,9,Bangalore,SME,Agent,2025-08-04,Yes,High,28494.18,79,6.2,0.42014,3501.1666666666665,-24993.013333333332,3.9244508973199412
71.0,139914.0,247436.36,626,11,Hyderabad,Retail,Online,2021-02-20,No,Medium,11640.39,115,3.9,1.39914,11659.5,19.110000000000582,1.7684889289134753
32.0,122359.0,133916.07,606,7,Mumbai,Corporate,Mobile,2022-10-01,Yes,Medium,37465.14,71,8.1,1.22359,10196.583333333334,-27268.556666666664,1.094452144917824
49.0,207099.0,238018.2,700,1,Unknown,Retail,Online,2026-02-25,Yes,Low,37071.96,73,10.0,2.07099,17258.25,-19813.71,1.1492967131661669
24.0,44675.0,24820.21,832,12,Kolkata,Premium,Online,2025-09-12,Yes,Low,43622.93,28,4.5,0.44675,3722.9166666666665,-39900.013333333336,0.5555726916620033
51.0,61321.0,13620.98,733,6,Pune,SME,Branch,2026-03-09,Yes,High,26611.97,24,7.7,0.61321,5110.083333333333,-21501.88666666667,0.2221258622657817
43.0,65108.0,231896.02,715,2,Delhi,Premium,Branch,2025-03-15,No,Low,33421.33,91,3.3,0.65108,5425.666666666667,-27995.663333333334,3.56171315352952
74.0,163051.0,18181.47,341,1,Delhi,Premium,Agent,2022-08-03,Yes,High,24625.17,44,7.6,1.63051,13587.583333333334,-11037.586666666664,0.11150787177018234
57.0,87768.0,216516.47,795,15,Kolkata,Corporate,Branch,2025-10-27,No,Low,32050.85,77,5.8,0.87768,7314.0,-24736.85,2.4669181250569685
58.0,130361.0,194313.95,306,8,Mumbai,Premium,Agent,2025-10-20,Yes,High,8205.97,18,5.9,1.30361,10863.416666666666,2657.4466666666667,1.4905834567086782
47.0,51160.0,222048.41,600,11,Delhi,SME,Agent,2022-11-18,Yes,Medium,8466.38,84,8.1,0.5116,4263.333333333333,-4203.046666666666,4.340273846755277
59.0,185105.0,89208.46,762,9,Pune,Corporate,Mobile,2023-06-01,Yes,Low,46466.01,121,9.0,1.85105,15425.416666666666,-31040.593333333338,0.48193436157856356
50.0,94286.0,155482.85,837,7,Kolkata,SME,Mobile,2024-11-02,No,Low,49648.72,95,7.6,0.94286,7857.166666666667,-41791.55333333334,1.6490555331650512
43.0,54300.0,247775.31,343,14,Delhi,Corporate,Agent,2025-08-19,No,High,33126.93,21,1.8,0.543,4525.0,-28601.93,4.563081215469613
50.0,215237.0,228502.76,325,8,Bangalore,Retail,Agent,2026-02-15,Yes,High,21504.74,76,4.2,2.15237,17936.416666666668,-3568.3233333333337,1.061633269372831
66.0,233786.0,151344.55801855895,690,3,Chennai,Corporate,Agent,2025-10-25,Yes,Medium,44158.39,21,8.2,2.33786,19482.166666666668,-24676.22333333333,0.647363648886413
45.0,149481.0,2389.32,742,13,Bangalore,SME,Branch,2024-11-25,Yes,High,44329.22,139,8.4,1.49481,12456.75,-31872.47,0.015984105003311457
72.0,139914.0,270414.93,351,12,Unknown,Corporate,Branch,2021-01-08,Yes,High,18281.94,69,2.0,1.39914,11659.5,-6622.439999999999,1.9327224580813929
69.0,90455.0,26943.65,797,6,Chennai,Corporate,Agent,2023-09-28,Yes,Low,11700.34,16,7.2,0.90455,7537.916666666667,-4162.423333333333,0.29786800066331326
68.0,244780.0,292809.81,612,15,Bangalore,Retail,Mobile,2024-04-01,Yes,Medium,27489.17,100,3.6,2.4478,20398.333333333332,-7090.836666666666,1.1962162349865184
70.0,149865.0,151344.55801855895,312,0,Hyderabad,Premium,Online,2021-06-21,Yes,High,41959.36,103,9.6,1.49865,12488.75,-29470.61,1.0098726054686482
56.0,194899.0,66223.65,731,7,Bangalore,Retail,Mobile,2025-09-20,No,Low,34170.56,47,1.4,1.94899,16241.583333333334,-17928.976666666662,0.33978445245999206
52.0,178515.0,81431.57,429,4,Chennai,Corporate,Agent,2023-08-24,No,High,24625.17,69,8.0,1.78515,14876.25,-9748.919999999998,0.45616093885667874
26.0,139914.0,40706.5,752,14,Hyderabad,Premium,Branch,2025-05-13,No,Low,16101.77,117,4.4,1.39914,11659.5,-4442.27,0.2909394342238804
66.0,133177.0,144679.31,570,3,Chennai,SME,Agent,2026-03-01,Yes,High,15846.08,5,2.4,1.33177,11098.083333333334,-4747.996666666666,1.0863685921743245
43.0,176353.0,212051.36,752,6,Hyderabad,SME,Online,2025-12-08,Yes,Low,2259.82,138,2.3,1.76353,14696.083333333334,12436.263333333334,1.2024255895845264
66.0,246097.0,255204.08,406,10,Pune,Corporate,Branch,2024-11-28,Yes,High,1867.67,26,6.6,2.46097,20508.083333333332,18640.41333333333,1.0370060585866547
50.0,88449.0,101089.42,453,15,Bangalore,SME,Online,2025-06-17,Yes,High,40285.72,115,7.5,0.88449,7370.75,-32914.97,1.1429119605648452
61.0,208260.0,264469.04,536,7,Chennai,Retail,Branch,2025-03-25,No,High,35946.55,141,9.5,2.0826,17355.0,-18591.550000000003,1.2698983962354748
18.0,197927.0,58502.69,850,13,Pune,SME,Online,2025-07-06,Yes,Low,47241.17,131,7.1,1.97927,16493.916666666668,-30747.25333333333,0.29557710671106013
51.0,144863.0,143778.03,525,6,Chennai,Corporate,Agent,2024-05-25,Yes,High,29247.67,102,7.7,1.44863,12071.916666666666,-17175.753333333334,0.992510371868593
24.0,139914.0,224955.23,573,3,Hyderabad,SME,Agent,2022-11-21,No,Medium,47239.07,65,5.605416666666668,1.39914,11659.5,-35579.57,1.6078107265891906
32.0,53541.0,219915.36,642,3,Kolkata,Retail,Branch,2026-03-05,No,Medium,11377.64,72,3.0,0.53541,4461.75,-6915.889999999999,4.107419734409144
50.0,205225.0,62128.48,714,0,Delhi,Retail,Branch,2021-06-14,Yes,Low,36576.7,128,6.2,2.05225,17102.083333333332,-19474.616666666665,0.302733487635522
55.0,121347.0,45698.88,347,11,Delhi,Premium,Branch,2022-02-16,Yes,High,24625.17,5,5.605416666666668,1.21347,10112.25,-14512.919999999998,0.3765967020198274
27.0,167055.0,230438.45,367,10,Chennai,Corporate,Agent,2023-02-07,No,High,26452.16,4,1.6,1.67055,13921.25,-12530.91,1.379416659184101
63.0,100939.0,102163.45,368,9,Kolkata,SME,Mobile,2024-04-18,Yes,High,13116.66,34,1.3,1.00939,8411.583333333334,-4705.076666666666,1.012130593724923
45.0,53082.0,124444.54,561,9,Bangalore,Corporate,Branch,2023-04-09,Yes,Medium,22575.28,115,1.7,0.53082,4423.5,-18151.78,2.3443830300290114
51.0,246796.0,27958.84,533,12,Mumbai,Premium,Online,2024-05-26,Yes,High,9581.48,116,7.4,2.46796,20566.333333333332,10984.853333333333,0.11328724938815864
24.0,140359.0,34710.4,524,8,Mumbai,Corporate,Agent,2023-08-24,Yes,High,24760.52,61,3.7,1.40359,11696.583333333334,-13063.936666666666,0.24729728766947615
56.0,139914.0,255767.33,313,8,Bangalore,Retail,Branch,2023-08-24,No,High,34112.34,40,5.3,1.39914,11659.5,-22452.839999999997,1.8280324342095857
53.0,216775.0,73885.81,445,8,Mumbai,Retail,Mobile,2023-10-03,No,High,9825.54,87,3.4,2.16775,18064.583333333332,8239.043333333331,0.3408410102640987
41.0,162050.0,23567.35,723,8,Unknown,Retail,Online,2023-08-24,Yes,Low,19219.5,58,5.9,1.6205,13504.166666666666,-5715.333333333334,0.14543258253625424
56.0,86709.0,270811.65,704,8,Hyderabad,SME,Online,2023-01-29,Yes,Low,34883.08,119,6.5,0.86709,7225.75,-27657.33,3.1232242327786044
54.0,64901.0,49000.99,588,3,Pune,Corporate,Branch,2023-10-15,Yes,Medium,24625.17,17,9.3,0.64901,5408.416666666667,-19216.75333333333,0.755011324941064
70.0,197395.0,235529.31,515,6,Kolkata,Retail,Agent,2021-11-05,No,High,16879.97,115,6.3,1.97395,16449.583333333332,-430.38666666666904,1.1931878213733884
54.0,127471.0,265327.28,524,3,Mumbai,SME,Mobile,2022-05-09,Yes,High,38392.18,3,9.8,1.27471,10622.583333333334,-27769.596666666665,2.081471707290286
66.0,171964.0,73873.25,724,6,Delhi,SME,Mobile,2022-01-22,No,Low,9605.4,134,7.2,1.71964,14330.333333333334,4724.933333333334,0.42958555279011884
71.0,133899.0,151344.55801855895,309,4,Mumbai,Retail,Branch,2023-11-09,Yes,High,23999.03,139,4.3,1.33899,11158.25,-12840.779999999999,1.1302889343352747
47.0,236271.0,116961.71,554,14,Pune,Premium,Branch,2024-05-17,No,Medium,16820.75,12,9.4,2.36271,19689.25,2868.5,0.49503201831794846
25.0,94184.0,269778.11,782,14,Hyderabad,Retail,Agent,2023-02-18,Yes,Low,6504.58,148,4.3,0.94184,7848.666666666667,1344.086666666667,2.8643730357597894
47.0,89309.0,224817.14,570,5,Delhi,Corporate,Branch,2021-10-05,Yes,High,28656.53,88,2.8,0.89309,7442.416666666667,-21214.11333333333,2.5172954573447246
47.0,111206.0,248705.32,682,12,Hyderabad,Corporate,Branch,2024-01-04,Yes,Medium,34368.38,13,7.8,1.11206,9267.166666666666,-25101.213333333333,2.2364379619804686
35.0,181075.0,247133.43,366,10,Hyderabad,SME,Mobile,2021-03-06,Yes,High,34306.74,44,2.9,1.81075,15089.583333333334,-19217.156666666662,1.3648125362418886
49.0,219488.0,290882.32,709,9,Mumbai,Corporate,Mobile,2025-10-29,Yes,Low,12600.38,138,2.8,2.19488,18290.666666666668,5690.286666666669,1.3252766438256305
39.0,139914.0,296650.66,570,15,Bangalore,Corporate,Mobile,2024-05-07,Yes,High,18875.77,114,1.1,1.39914,11659.5,-7216.27,2.1202357162256815
40.0,191923.0,75839.53,760,4,Pune,SME,Agent,2021-09-12,No,Low,42597.42,26,5.9,1.91923,15993.583333333334,-26603.836666666662,0.39515602611463974
74.0,142886.0,234104.36,714,14,Pune,Corporate,Mobile,2021-09-24,Yes,Low,43707.23,33,9.6,1.42886,11907.166666666666,-31800.06333333334,1.6383995632882158
52.0,103222.0,151344.55801855895,574,13,Kolkata,SME,Online,2025-09-18,No,Medium,24625.17,88,4.3,1.03222,8601.833333333334,-16023.336666666664,1.4662044720946983
54.0,219812.0,100702.15,558,14,Unknown,SME,Branch,2023-05-28,Yes,Medium,4097.85,34,9.5,2.19812,18317.666666666668,14219.816666666668,0.45812853711353335
58.0,139914.0,258395.89,592,12,Pune,Premium,Mobile,2026-02-22,No,Medium,39929.15,24,4.5,1.39914,11659.5,-28269.65,1.846819403347771
39.0,86681.0,65782.19,573,15,Hyderabad,Premium,Mobile,2023-02-04,No,Medium,3158.01,149,1.9,0.86681,7223.416666666667,4065.4066666666668,0.7588997588860305
59.0,139914.0,53366.44,547,12,Mumbai,Retail,Branch,2025-09-29,Yes,High,44915.49,114,7.4,1.39914,11659.5,-33255.99,0.3814231599411067
74.0,158052.0,156733.24,839,7,Unknown,Premium,Agent,2025-03-18,Yes,Low,49916.19,61,9.9,1.58052,13171.0,-36745.19,0.9916561637941943
40.0,167635.0,234219.56,396,8,Hyderabad,Retail,Mobile,2022-11-10,No,High,2429.13,68,4.8,1.67635,13969.583333333334,11540.453333333335,1.3971996301488352
55.0,182817.0,149571.24,516,13,Chennai,Corporate,Online,2023-08-24,Yes,High,23802.63,95,9.6,1.82817,15234.75,-8567.880000000001,0.8181473276555243
69.0,90697.0,226120.22,513,0,Kolkata,Premium,Mobile,2023-08-24,Yes,High,20692.8,145,6.9,0.90697,7558.083333333333,-13134.716666666667,2.4931389130842256
26.0,53933.0,54155.47,558,11,Pune,Premium,Agent,2023-08-24,Yes,Medium,5334.48,110,3.4,0.53933,4494.416666666667,-840.0633333333326,1.0041249327869766
73.0,227043.0,104667.02,528,3,Chennai,Premium,Branch,2024-01-24,Yes,High,45786.48,148,3.0,2.27043,18920.25,-26866.230000000003,0.46100086767704795
30.0,244249.0,241753.36,338,8,Hyderabad,SME,Online,2024-04-11,No,High,711.95,69,1.3,2.44249,20354.083333333332,19642.13333333333,0.9897823941960867
34.0,31710.0,47887.47,399,1,Hyderabad,Corporate,Mobile,2023-05-19,Yes,High,41988.38,11,9.9,0.3171,2642.5,-39345.88,1.5101693472090822
22.0,230768.0,211137.69,603,6,Delhi,SME,Online,2024-06-05,Yes,Medium,33930.05,135,9.2,2.30768,19230.666666666668,-14699.383333333335,0.9149348696526381
31.0,56055.0,123559.42,387,10,Hyderabad,Corporate,Agent,2022-11-02,Yes,High,737.59,112,5.605416666666668,0.56055,4671.25,3933.66,2.2042533226295604
42.0,225321.0,210260.29,448,6,Bangalore,SME,Branch,2023-12-24,Yes,High,45777.44,120,8.9,2.25321,18776.75,-27000.690000000002,0.9331588711216443
31.0,130111.0,135034.96,786,14,Chennai,Corporate,Online,2023-08-28,Yes,Low,47041.59,93,9.3,1.30111,10842.583333333334,-36199.00666666666,1.0378443021727601
20.0,150926.0,131515.49,686,6,Delhi,Corporate,Agent,2023-07-24,No,Medium,48709.81,83,5.5,1.50926,12577.166666666666,-36132.64333333333,0.8713905490107734
68.0,132539.0,151344.55801855895,383,0,Bangalore,Premium,Agent,2021-02-22,Yes,High,12238.01,146,3.5,1.32539,11044.916666666666,-1193.0933333333342,1.141886976803499
41.0,240938.0,95478.61,316,11,Kolkata,Corporate,Mobile,2024-11-05,No,High,14875.34,103,5.605416666666668,2.40938,20078.166666666668,5202.826666666668,0.39627875221011216
65.0,182361.0,248014.4,372,1,Pune,Premium,Agent,2023-08-27,Yes,High,5931.33,75,8.3,1.82361,15196.75,9265.42,1.360018863682476
32.0,158669.0,181644.38,514,10,Pune,SME,Online,2025-03-01,Yes,High,9765.34,109,9.7,1.58669,13222.416666666666,3457.076666666666,1.144800685704202
52.0,183670.0,168027.51,508,6,Kolkata,Corporate,Branch,2024-01-04,Yes,High,13938.47,115,8.3,1.8367,15305.833333333334,1367.3633333333346,0.9148337235258889
43.0,212921.0,62181.89,478,3,Delhi,SME,Mobile,2024-06-20,No,High,12247.05,135,7.7,2.12921,17743.416666666668,5496.366666666669,0.29204207194217574
55.0,160044.0,264677.57,552,14,Mumbai,Corporate,Agent,2024-02-24,Yes,Medium,24625.17,1,6.2,1.60044,13337.0,-11288.169999999998,1.6537800229936768
71.0,162469.0,71996.81,463,11,Hyderabad,Premium,Branch,2024-12-24,No,High,39577.2,147,8.0,1.62469,13539.083333333334,-26038.11666666666,0.4431418301337486
23.0,27719.0,255552.37,715,11,Chennai,SME,Online,2024-12-13,No,Low,10134.17,24,7.9,0.27719,2309.9166666666665,-7824.253333333334,9.219393556766116
34.0,51170.0,220171.61,405,13,Delhi,Retail,Agent,2024-07-10,No,High,29081.26,86,8.0,0.5117,4264.166666666667,-24817.09333333333,4.302747899159663
61.0,159092.0,151344.55801855895,318,2,Pune,Premium,Online,2022-03-28,No,High,21183.88,115,1.3,1.59092,13257.666666666666,-7926.213333333335,0.9513021271877841
31.0,93056.0,120832.75,828,5,Pune,Premium,Branch,2021-11-02,Yes,Low,40658.8,149,5.7,0.93056,7754.666666666667,-32904.13333333334,1.2984949922627236
65.0,137340.0,200060.0,414,2,Bangalore,Retail,Branch,2023-09-22,Yes,High,27127.19,119,9.6,1.3734,11445.0,-15682.189999999999,1.4566768603465852
63.0,179553.0,232071.63,846,8,Pune,SME,Online,2024-11-19,Yes,Low,6601.15,70,5.6,1.79553,14962.75,8361.6,1.292496533057092
49.0,89324.0,213040.63,349,10,Hyderabad,Corporate,Agent,2021-05-21,Yes,High,10915.81,23,5.1,0.89324,7443.666666666667,-3472.1433333333325,2.3850323541265506
56.0,139914.0,245027.08,669,14,Mumbai,Retail,Mobile,2023-01-12,No,Medium,7567.85,112,2.9,1.39914,11659.5,4091.6499999999996,1.7512692082279113
37.0,179091.0,268335.77,384,10,Hyderabad,Premium,Mobile,2023-06-10,No,High,15376.07,66,10.0,1.79091,14924.25,-451.8199999999997,1.4983207978067017
50.0,165146.0,282763.78,499,5,Unknown,SME,Branch,2024-03-31,No,High,2310.21,136,1.9,1.65146,13762.166666666666,11451.956666666665,1.7122048369321692
51.0,208233.0,61249.97,621,0,Bangalore,Corporate,Online,2025-01-23,Yes,Medium,11396.41,133,9.6,2.08233,17352.75,5956.34,0.2941415145534089
53.0,139914.0,238872.18,454,2,Chennai,SME,Online,2024-02-02,Yes,High,31705.88,77,4.5,1.39914,11659.5,-20046.38,1.7072786140057463
18.0,170788.0,98265.65,450,4,Hyderabad,Premium,Online,2022-11-01,No,High,41334.45,146,7.5,1.70788,14232.333333333334,-27102.11666666666,0.5753662435299903
54.0,95553.0,151344.55801855895,509,9,Hyderabad,SME,Mobile,2021-08-21,Yes,High,4740.38,76,9.3,0.95553,7962.75,3222.37,1.5838807574702936
74.0,89429.0,153876.65,822,15,Kolkata,Retail,Online,2025-04-12,Yes,Low,1412.49,137,5.5,0.89429,7452.416666666667,6039.926666666667,1.7206571693745876
66.0,139914.0,297531.86,626,14,Chennai,Retail,Mobile,2024-05-01,Yes,Medium,28134.69,129,5.6,1.39914,11659.5,-16475.19,2.1265338708063526
47.0,152734.0,240404.4,427,11,Mumbai,SME,Mobile,2024-02-13,Yes,High,24625.17,20,6.8,1.52734,12727.833333333334,-11897.336666666664,1.5740070973064282
59.0,182087.0,140090.4,675,10,Chennai,SME,Branch,2021-09-28,Yes,Medium,3446.55,135,6.6,1.82087,15173.916666666666,11727.366666666665,0.7693597016810645
28.0,207684.0,282125.76,785,15,Delhi,SME,Branch,2022-08-03,Yes,Low,20511.0,29,6.4,2.07684,17307.0,-3204.0,1.3584376263939446
35.0,73781.0,217276.36,390,15,Pune,Corporate,Online,2021-08-27,Yes,High,49241.93,88,7.7,0.73781,6148.416666666667,-43093.513333333336,2.9448822867675957
58.0,217860.0,9237.01,434,6,Kolkata,Premium,Mobile,2024-07-04,Yes,High,30467.32,65,5.605416666666668,2.1786,18155.0,-12312.32,0.04239883411365097
73.0,139914.0,184928.45,320,12,Chennai,SME,Mobile,2024-07-02,No,High,49326.73,21,4.3,1.39914,11659.5,-37667.23,1.3217294195005505
47.0,180336.0,193470.87,805,4,Kolkata,Premium,Mobile,2024-01-21,Yes,Low,39257.74,120,2.0,1.80336,15028.0,-24229.739999999998,1.0728355403247272
70.0,150576.0,57974.82,552,0,Pune,Corporate,Online,2025-06-25,No,Medium,10938.45,115,9.9,1.50576,12548.0,1609.5499999999993,0.38502032196365954
47.0,234717.0,151344.55801855895,339,9,Bangalore,Premium,Mobile,2025-04-16,Yes,High,3083.16,48,9.1,2.34717,19559.75,16476.59,0.6447958947096246
26.0,207828.0,51554.54,397,7,Delhi,Premium,Agent,2025-07-11,No,High,30916.81,86,5.1,2.07828,17319.0,-13597.810000000001,0.24806349481301845
46.0,178812.0,179931.39,467,11,Kolkata,SME,Agent,2025-08-25,No,High,27281.0,135,8.7,1.78812,14901.0,-12380.0,1.0062601503254816
47.0,201037.0,281213.53,801,11,Pune,Corporate,Online,2024-05-03,Yes,Low,26302.9,76,8.9,2.01037,16753.083333333332,-9549.81666666667,1.39881479528644
53.0,74138.0,64815.41,519,2,Pune,SME,Agent,2025-12-19,Yes,High,10448.21,19,4.2,0.74138,6178.166666666667,-4270.043333333332,0.8742535541827403
47.0,122768.0,151344.55801855895,365,7,Chennai,SME,Mobile,2023-03-29,Yes,High,48616.08,52,1.5,1.22768,10230.666666666666,-38385.41333333334,1.2327687835474956
32.0,51832.0,281668.49,623,11,Pune,Corporate,Mobile,2023-08-18,Yes,Medium,7689.03,139,5.0,0.51832,4319.333333333333,-3369.6966666666667,5.43425856613675
